2013-03-21 10:56:56|vdc_db_query|00299|1062|Duplicate entry '1363877797.20904' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363877797.20904' where lead_id='1010942378' and uniqueid LIKE "1363877797%";|5311|192.168.1.239|1363877518_5112778778|
2013-03-21 11:02:04|vdc_db_query|00299|1062|Duplicate entry '1363877951.21393' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363877951.21393' where lead_id='1010992017' and uniqueid LIKE "1363877951%";|6076|192.168.1.250|1363876157_110default18830963|
2013-03-21 11:02:48|vdc_db_query|00299|1062|Duplicate entry '1363878003.24187' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878003.24187' where lead_id='1010994895' and uniqueid LIKE "1363878003%";|3611|192.168.1.106|1363877676_17114464927|
2013-03-21 11:03:07|vdc_db_query|00299|1062|Duplicate entry '1363878168.30545' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878168.30545' where lead_id='1010928414' and uniqueid LIKE "1363878168%";|6076|192.168.1.250|1363876157_110default18830963|
2013-03-21 11:03:08|vdc_db_query|00299|1062|Duplicate entry '1363878163.22007' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878163.22007' where lead_id='1010927359' and uniqueid LIKE "1363878163%";|6045|192.168.1.249|1363870862_13110905999|
2013-03-21 11:03:29|vdc_db_query|00299|1062|Duplicate entry '1363878027.21614' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878027.21614' where lead_id='1010992036' and uniqueid LIKE "1363878027%";|6081|192.168.1.239|1363873334_7119624988|
2013-03-21 11:03:42|vdc_db_query|00299|1062|Duplicate entry '1363878206.24913' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878206.24913' where lead_id='1010940547' and uniqueid LIKE "1363878206%";|6012|192.168.1.106|1363877737_1112321807|
2013-03-21 11:03:45|vdc_db_query|00299|1062|Duplicate entry '1363878197.30674' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878197.30674' where lead_id='1010752987' and uniqueid LIKE "1363878197%";|6003|192.168.1.250|1363877636_104default14272477|
2013-03-21 11:04:21|vdc_db_query|00299|1062|Duplicate entry '1363878184.30619' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878184.30619' where lead_id='1010992085' and uniqueid LIKE "1363878184%";|5974|192.168.1.239|1363871119_6114569164|
2013-03-21 11:04:43|vdc_db_query|00299|1062|Duplicate entry '1363878271.25104' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878271.25104' where lead_id='1010933836' and uniqueid LIKE "1363878271%";|6079|192.168.1.106|1363877786_4113301738|
2013-03-21 11:04:59|vdc_db_query|00299|1062|Duplicate entry '1363878067.21734' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878067.21734' where lead_id='1010992047' and uniqueid LIKE "1363878067%";|6041|192.168.1.249|1363869590_16113513686|
2013-03-21 11:05:07|vdc_db_query|00299|1062|Duplicate entry '1363878292.25139' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878292.25139' where lead_id='1010934299' and uniqueid LIKE "1363878292%";|6079|192.168.1.106|1363877786_4113301738|
2013-03-21 11:05:19|vdc_db_query|00299|1062|Duplicate entry '1363878297.22381' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878297.22381' where lead_id='1010975933' and uniqueid LIKE "1363878297%";|5974|192.168.1.239|1363871119_6114569164|
2013-03-21 11:05:20|vdc_db_query|00299|1062|Duplicate entry '1363878294.22368' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878294.22368' where lead_id='1010975931' and uniqueid LIKE "1363878294%";|6041|192.168.1.249|1363869590_16113513686|
2013-03-21 11:05:31|vdc_db_query|00299|1062|Duplicate entry '1363878241.22216' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878241.22216' where lead_id='1010992648' and uniqueid LIKE "1363878241%";|5452|192.168.1.249|1363877463_21113609153|
2013-03-21 11:05:39|vdc_db_query|00299|1062|Duplicate entry '1363878244.22245' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878244.22245' where lead_id='1010989127' and uniqueid LIKE "1363878244%";|5972|192.168.1.239|1363877902_20111835245|
2013-03-21 11:05:52|vdc_db_query|00299|1062|Duplicate entry '1363878265.30920' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878265.30920' where lead_id='1010991900' and uniqueid LIKE "1363878265%";|1169|192.168.1.239|1363869508_4111384407|
2013-03-21 11:06:16|vdc_db_query|00299|1062|Duplicate entry '1363878193.22091' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878193.22091' where lead_id='1010992089' and uniqueid LIKE "1363878193%";|6045|192.168.1.249|1363870862_13110905999|
2013-03-21 11:06:19|vdc_db_query|00299|1062|Duplicate entry '1363878224.30770' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878224.30770' where lead_id='1010986703' and uniqueid LIKE "1363878224%";|6081|192.168.1.239|1363873334_7119624988|
2013-03-21 11:06:34|vdc_db_query|00299|1062|Duplicate entry '1363878378.22582' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878378.22582' where lead_id='1010977331' and uniqueid LIKE "1363878378%";|6072|192.168.1.249|1363878077_14116469060|
2013-03-21 11:06:49|vdc_db_query|00299|1062|Duplicate entry '1363878236.25020' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878236.25020' where lead_id='1010994949' and uniqueid LIKE "1363878236%";|5953|192.168.1.106|1363870916_5118911709|
2013-03-21 11:07:20|vdc_db_query|00299|1062|Duplicate entry '1363878349.25291' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878349.25291' where lead_id='1010989711' and uniqueid LIKE "1363878349%";|6056|192.168.1.106|1363877812_2113057044|
2013-03-21 11:07:36|vdc_db_query|00299|1062|Duplicate entry '1363878422.22763' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878422.22763' where lead_id='1010985329' and uniqueid LIKE "1363878422%";|6081|192.168.1.239|1363873334_7119624988|
2013-03-21 11:07:48|vdc_db_query|00299|1062|Duplicate entry '1363878447.22838' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878447.22838' where lead_id='1010986186' and uniqueid LIKE "1363878447%";|1128|192.168.1.249|1363871075_11113945277|
2013-03-21 11:08:05|vdc_db_query|00299|1062|Duplicate entry '1363878444.31485' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878444.31485' where lead_id='1010986185' and uniqueid LIKE "1363878444%";|6081|192.168.1.239|1363873334_7119624988|
2013-03-21 11:08:11|vdc_db_query|00299|1062|Duplicate entry '1363878436.22807' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878436.22807' where lead_id='1010986068' and uniqueid LIKE "1363878436%";|5972|192.168.1.239|1363877902_20111835245|
2013-03-21 11:08:16|vdc_db_query|00299|1062|Duplicate entry '1363878474.25556' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878474.25556' where lead_id='1010987613' and uniqueid LIKE "1363878474%";|6054|192.168.1.106|1363877774_10116071625|
2013-03-21 11:08:58|vdc_db_query|00299|1062|Duplicate entry '1363878514.25662' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878514.25662' where lead_id='1010995005' and uniqueid LIKE "1363878514%";|5148|192.168.1.106|1363878401_7116025660|
2013-03-21 11:09:17|vdc_db_query|00299|1062|Duplicate entry '1363878491.22972' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878491.22972' where lead_id='1010995134' and uniqueid LIKE "1363878491%";|5998|192.168.1.239|1363878456_1116889372|
2013-03-21 11:10:19|vdc_db_query|00299|1062|Duplicate entry '1363878471.22931' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878471.22931' where lead_id='1010969651' and uniqueid LIKE "1363878471%";|6081|192.168.1.239|1363873334_7119624988|
2013-03-21 11:10:27|vdc_db_query|00299|1062|Duplicate entry '1363878453.2791' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878453.2791' where lead_id='1010989512' and uniqueid LIKE "1363878453%";|5833|192.168.1.250|1363878461_102default10491536|
2013-03-21 11:10:47|vdc_db_query|00299|1062|Duplicate entry '1363878612.25880' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878612.25880' where lead_id='1010973308' and uniqueid LIKE "1363878612%";|5883|192.168.1.106|1363878434_6114027406|
2013-03-21 11:12:22|vdc_db_query|00299|1062|Duplicate entry '1363878721.32203' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878721.32203' where lead_id='1010944160' and uniqueid LIKE "1363878721%";|5974|192.168.1.239|1363871119_6114569164|
2013-03-21 11:12:25|vdc_db_query|00299|1062|Duplicate entry '1363878713.26092' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878713.26092' where lead_id='1010974673' and uniqueid LIKE "1363878713%";|2010|192.168.1.106|1363878083_19117719966|
2013-03-21 11:12:49|vdc_db_query|00299|1062|Duplicate entry '1363878753.32280' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878753.32280' where lead_id='1010995170' and uniqueid LIKE "1363878753%";|6067|192.168.1.239|1363877934_3115159407|
2013-03-21 11:12:55|vdc_db_query|00299|1062|Duplicate entry '1363878756.23742' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878756.23742' where lead_id='1010949290' and uniqueid LIKE "1363878756%";|5974|192.168.1.239|1363871119_6114569164|
2013-03-21 11:12:57|vdc_db_query|00299|1062|Duplicate entry '1363878751.26183' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878751.26183' where lead_id='1010959356' and uniqueid LIKE "1363878751%";|5354|192.168.1.106|1363878562_1114325696|
2013-03-21 11:14:01|vdc_db_query|00299|1062|Duplicate entry '1363878786.26291' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878786.26291' where lead_id='1010995062' and uniqueid LIKE "1363878786%";|3154|192.168.1.106|1363870609_9119735606|
2013-03-21 11:14:37|vdc_db_query|00299|1062|Duplicate entry '1363878863.32634' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878863.32634' where lead_id='1010932178' and uniqueid LIKE "1363878863%";|6081|192.168.1.239|1363873334_7119624988|
2013-03-21 11:14:50|vdc_db_query|00299|1062|Duplicate entry '1363878869.26543' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878869.26543' where lead_id='1010995088' and uniqueid LIKE "1363878869%";|5854|192.168.1.106|1363877665_18113183140|
2013-03-21 11:15:14|vdc_db_query|00299|1062|Duplicate entry '1363878891.24122' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878891.24122' where lead_id='1010918600' and uniqueid LIKE "1363878891%";|5972|192.168.1.239|1363877902_20111835245|
2013-03-21 11:15:23|vdc_db_query|00299|1062|Duplicate entry '1363878918.24206' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878918.24206' where lead_id='1010924086' and uniqueid LIKE "1363878918%";|5783|192.168.1.249|1363878650_14117394512|
2013-03-21 11:15:34|vdc_db_query|00299|1062|Duplicate entry '1363878910.26736' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878910.26736' where lead_id='1010939664' and uniqueid LIKE "1363878910%";|5854|192.168.1.106|1363877665_18113183140|
2013-03-21 11:15:38|vdc_db_query|00299|1062|Duplicate entry '1363878921.26773' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878921.26773' where lead_id='1010902815' and uniqueid LIKE "1363878921%";|5354|192.168.1.106|1363878562_1114325696|
2013-03-21 11:15:49|vdc_db_query|00299|1062|Duplicate entry '1363878926.32806' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878926.32806' where lead_id='1010995202' and uniqueid LIKE "1363878926%";|6067|192.168.1.239|1363877934_3115159407|
2013-03-21 11:16:10|vdc_db_query|00299|1062|Duplicate entry '1363878964.32914' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878964.32914' where lead_id='1010929674' and uniqueid LIKE "1363878964%";|6067|192.168.1.239|1363877934_3115159407|
2013-03-21 11:16:12|vdc_db_query|00299|1062|Duplicate entry '1363878958.32889' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878958.32889' where lead_id='1010924867' and uniqueid LIKE "1363878958%";|5998|192.168.1.239|1363878456_1116889372|
2013-03-21 11:16:13|vdc_db_query|00299|1062|Duplicate entry '1363878953.24347' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878953.24347' where lead_id='1010928427' and uniqueid LIKE "1363878953%";|5972|192.168.1.239|1363877902_20111835245|
2013-03-21 11:16:19|vdc_db_query|00299|1062|Duplicate entry '1363878967.24391' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878967.24391' where lead_id='1010929722' and uniqueid LIKE "1363878967%";|1128|192.168.1.249|1363871075_11113945277|
2013-03-21 11:16:29|vdc_db_query|00299|1062|Duplicate entry '1363878904.24176' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878904.24176' where lead_id='1010923049' and uniqueid LIKE "1363878904%";|6042|192.168.1.249|1363878082_12115550982|
2013-03-21 11:17:03|vdc_db_query|00299|1062|Duplicate entry '1363879002.33048' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879002.33048' where lead_id='1010823618' and uniqueid LIKE "1363879002%";|5998|192.168.1.239|1363878456_1116889372|
2013-03-21 11:17:22|vdc_db_query|00299|1062|Duplicate entry '1363878921.32799' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878921.32799' where lead_id='1010995201' and uniqueid LIKE "1363878921%";|1169|192.168.1.239|1363869508_4111384407|
2013-03-21 11:17:27|vdc_db_query|00299|1062|Duplicate entry '1363878996.27017' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363878996.27017' where lead_id='1010997425' and uniqueid LIKE "1363878996%";|3374|192.168.1.106|1363878402_20118782894|
2013-03-21 11:17:56|vdc_db_query|00299|1062|Duplicate entry '1363879053.33205' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879053.33205' where lead_id='1010995230' and uniqueid LIKE "1363879053%";|1169|192.168.1.239|1363869508_4111384407|
2013-03-21 11:18:43|vdc_db_query|00299|1062|Duplicate entry '1363879085.24790' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879085.24790' where lead_id='1010995236' and uniqueid LIKE "1363879085%";|5063|192.168.1.249|1363870643_10116076226|
2013-03-21 11:19:16|vdc_db_query|00299|1062|Duplicate entry '1363879056.33219' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879056.33219' where lead_id='1010924263' and uniqueid LIKE "1363879056%";|6067|192.168.1.239|1363877934_3115159407|
2013-03-21 11:19:40|vdc_db_query|00299|1062|Duplicate entry '1363879129.27462' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879129.27462' where lead_id='1010935284' and uniqueid LIKE "1363879129%";|3146|192.168.1.106|1363869755_22117820492|
2013-03-21 11:19:41|vdc_db_query|00299|1062|Duplicate entry '1363879149.27534' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879149.27534' where lead_id='1010938885' and uniqueid LIKE "1363879149%";|5992|192.168.1.106|1363878703_23119575074|
2013-03-21 11:20:06|vdc_db_query|00299|1062|Duplicate entry '1363879187.27659' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879187.27659' where lead_id='1010997498' and uniqueid LIKE "1363879187%";|6038|192.168.1.106|1363869515_24113485568|
2013-03-21 11:20:07|vdc_db_query|00299|1062|Duplicate entry '1363879189.33695' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879189.33695' where lead_id='1010910489' and uniqueid LIKE "1363879189%";|5910|192.168.1.239|1363879133_2117031025|
2013-03-21 11:20:15|vdc_db_query|00299|1062|Duplicate entry '1363879207.25201' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879207.25201' where lead_id='1010910382' and uniqueid LIKE "1363879207%";|1128|192.168.1.249|1363871075_11113945277|
2013-03-21 11:20:20|vdc_db_query|00299|1062|Duplicate entry '1363879214.25223' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879214.25223' where lead_id='1010742771' and uniqueid LIKE "1363879214%";|5198|192.168.1.249|1363870041_17118454426|
2013-03-21 11:20:56|vdc_db_query|00299|1062|Duplicate entry '1363879242.25354' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879242.25354' where lead_id='1010794714' and uniqueid LIKE "1363879242%";|1058|192.168.1.249|1363870707_9116243409|
2013-03-21 11:21:04|vdc_db_query|00299|1062|Duplicate entry '1363879248.27941' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879248.27941' where lead_id='1010929840' and uniqueid LIKE "1363879248%";|6065|192.168.1.106|1363878378_4118657949|
2013-03-21 11:21:10|vdc_db_query|00299|1062|Duplicate entry '1363879259.3057' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879259.3057' where lead_id='1010718890' and uniqueid LIKE "1363879259%";|5783|192.168.1.249|1363878650_14117394512|
2013-03-21 11:21:11|vdc_db_query|00299|1062|Duplicate entry '1363879242.25360' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879242.25360' where lead_id='1010799597' and uniqueid LIKE "1363879242%";|6081|192.168.1.239|1363873334_7119624988|
2013-03-21 11:21:18|vdc_db_query|00299|1062|Duplicate entry '1363879272.25495' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879272.25495' where lead_id='1010697427' and uniqueid LIKE "1363879272%";|5198|192.168.1.249|1363870041_17118454426|
2013-03-21 11:21:30|vdc_db_query|00299|1062|Duplicate entry '1363879275.28080' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879275.28080' where lead_id='1010826184' and uniqueid LIKE "1363879275%";|5908|192.168.1.106|1363878446_5110301059|
2013-03-21 11:21:34|vdc_db_query|00299|1062|Duplicate entry '1363879285.34146' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879285.34146' where lead_id='1010759858' and uniqueid LIKE "1363879285%";|6067|192.168.1.239|1363877934_3115159407|
2013-03-21 11:21:51|vdc_db_query|00299|1062|Duplicate entry '1363879298.28206' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879298.28206' where lead_id='1010832171' and uniqueid LIKE "1363879298%";|5148|192.168.1.106|1363878401_7116025660|
2013-03-21 11:22:03|vdc_db_query|00299|1062|Duplicate entry '1363879301.3271' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879301.3271' where lead_id='1010910407' and uniqueid LIKE "1363879301%";|6067|192.168.1.239|1363877934_3115159407|
2013-03-21 11:22:13|vdc_db_query|00299|1062|Duplicate entry '1363879313.25688' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879313.25688' where lead_id='1010910689' and uniqueid LIKE "1363879313%";|6063|192.168.1.239|1363878567_8110062208|
2013-03-21 11:22:28|vdc_db_query|00299|1062|Duplicate entry '1363879298.28209' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879298.28209' where lead_id='1010832218' and uniqueid LIKE "1363879298%";|5354|192.168.1.106|1363878562_1114325696|
2013-03-21 11:22:40|vdc_db_query|00299|1062|Duplicate entry '1363879333.28401' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879333.28401' where lead_id='1010997549' and uniqueid LIKE "1363879333%";|5992|192.168.1.106|1363878703_23119575074|
2013-03-21 11:22:41|vdc_db_query|00299|1062|Duplicate entry '1363879346.28464' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879346.28464' where lead_id='1010844410' and uniqueid LIKE "1363879346%";|5354|192.168.1.106|1363878562_1114325696|
2013-03-21 11:22:44|vdc_db_query|00299|1062|Duplicate entry '1363879349.25867' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879349.25867' where lead_id='1010633799' and uniqueid LIKE "1363879349%";|6067|192.168.1.239|1363877934_3115159407|
2013-03-21 11:22:52|vdc_db_query|00299|1062|Duplicate entry '1363879328.3414' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879328.3414' where lead_id='1010730742' and uniqueid LIKE "1363879328%";|1128|192.168.1.249|1363871075_11113945277|
2013-03-21 11:23:23|vdc_db_query|00299|1062|Duplicate entry '1363879316.28306' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879316.28306' where lead_id='1010997544' and uniqueid LIKE "1363879316%";|5883|192.168.1.106|1363878434_6114027406|
2013-03-21 11:23:34|vdc_db_query|00299|1062|Duplicate entry '1363879397.26120' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879397.26120' where lead_id='1010666625' and uniqueid LIKE "1363879397%";|5783|192.168.1.249|1363878650_14117394512|
2013-03-21 11:23:40|vdc_db_query|00299|1062|Duplicate entry '1363879406.34841' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879406.34841' where lead_id='1010860633' and uniqueid LIKE "1363879406%";|6076|192.168.1.250|1363876157_110default18830963|
2013-03-21 11:23:44|vdc_db_query|00299|1062|Duplicate entry '1363879406.26171' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879406.26171' where lead_id='1010805800' and uniqueid LIKE "1363879406%";|6081|192.168.1.239|1363873334_7119624988|
2013-03-21 11:24:00|vdc_db_query|00299|1062|Duplicate entry '1363879316.28291' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879316.28291' where lead_id='1010997543' and uniqueid LIKE "1363879316%";|6012|192.168.1.106|1363879316_24112225514|
2013-03-21 11:24:04|vdc_db_query|00299|1062|Duplicate entry '1363879430.26270' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879430.26270' where lead_id='1010755858' and uniqueid LIKE "1363879430%";|6042|192.168.1.249|1363878082_12115550982|
2013-03-21 11:24:14|vdc_db_query|00299|1062|Duplicate entry '1363879298.28218' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879298.28218' where lead_id='1010997540' and uniqueid LIKE "1363879298%";|2010|192.168.1.106|1363878892_17110258037|
2013-03-21 11:24:18|vdc_db_query|00299|1062|Duplicate entry '1363879446.28949' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879446.28949' where lead_id='1010920998' and uniqueid LIKE "1363879446%";|5425|192.168.1.106|1363878681_3119613596|
2013-03-21 11:24:20|vdc_db_query|00299|1062|Duplicate entry '1363879439.26314' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879439.26314' where lead_id='1010771172' and uniqueid LIKE "1363879439%";|6081|192.168.1.239|1363873334_7119624988|
2013-03-21 11:24:26|vdc_db_query|00299|1062|Duplicate entry '1363879388.26052' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879388.26052' where lead_id='1010861896' and uniqueid LIKE "1363879388%";|5682|192.168.1.249|1363879385_15116102656|
2013-03-21 11:24:27|vdc_db_query|00299|1062|Duplicate entry '1363879451.4016' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879451.4016' where lead_id='1010817051' and uniqueid LIKE "1363879451%";|6041|192.168.1.249|1363869590_16113513686|
2013-03-21 11:24:28|vdc_db_query|00299|1062|Duplicate entry '1363879428.34982' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879428.34982' where lead_id='1010910804' and uniqueid LIKE "1363879428%";|1169|192.168.1.239|1363869508_4111384407|
2013-03-21 11:24:28|vdc_db_query|00299|1062|Duplicate entry '1363879337.3431' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879337.3431' where lead_id='1010707066' and uniqueid LIKE "1363879337%";|5998|192.168.1.239|1363878456_1116889372|
2013-03-21 11:24:29|vdc_db_query|00299|1062|Duplicate entry '1363879453.35138' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1363879453.35138' where lead_id='1010740701' and uniqueid LIKE "1363879453%";|6076|192.168.1.250|1363876157_110default18830963|
